userId,movieId,rating,timestamp
1,238,2,2023-07-23T00:00:00
1,278,4,2023-02-27T00:00:00
1,240,1,2023-02-01T00:00:00
1,424,5,2023-01-04T00:00:00
1,19404,4,2023-02-18T00:00:00
1,129,1,2023-04-09T00:00:00
1,389,1,2023-04-28T00:00:00
1,372058,3,2023-08-24T00:00:00
1,496243,2,2023-04-21T00:00:00
1,155,1,2023-04-08T00:00:00
1,497,5,2023-03-18T00:00:00
1,680,1,2023-08-08T00:00:00
1,13,3,2023-08-24T00:00:00
1,122,4,2023-06-12T00:00:00
1,429,2,2023-08-01T00:00:00
1,769,3,2023-04-29T00:00:00
1,11216,5,2023-03-27T00:00:00
1,637,2,2023-03-09T00:00:00
1,346,2,2023-02-22T00:00:00
1,696374,1,2023-05-22T00:00:00
2,238,1,2023-08-16T00:00:00
2,278,5,2023-03-25T00:00:00
2,240,3,2023-01-23T00:00:00
2,424,2,2023-05-17T00:00:00
2,19404,4,2023-04-13T00:00:00
2,129,5,2023-02-23T00:00:00
2,389,4,2023-04-22T00:00:00
2,372058,1,2023-01-29T00:00:00
2,496243,2,2023-02-02T00:00:00
2,155,5,2023-02-25T00:00:00
2,497,3,2023-04-27T00:00:00
2,680,4,2023-03-05T00:00:00
2,13,5,2023-05-01T00:00:00
2,122,3,2023-08-19T00:00:00
2,429,4,2023-08-13T00:00:00
2,769,5,2023-08-14T00:00:00
2,11216,1,2023-04-13T00:00:00
2,637,2,2023-02-04T00:00:00
2,346,2,2023-01-12T00:00:00
2,696374,1,2023-02-24T00:00:00
3,238,3,2023-05-02T00:00:00
3,278,2,2023-05-16T00:00:00
3,240,4,2023-01-17T00:00:00
3,424,5,2023-01-11T00:00:00
3,19404,3,2023-02-15T00:00:00
3,129,2,2023-01-17T00:00:00
3,389,1,2023-08-22T00:00:00
3,372058,3,2023-05-13T00:00:00
3,496243,2,2023-01-07T00:00:00
3,155,4,2023-01-11T00:00:00
3,497,5,2023-01-22T00:00:00
3,680,1,2023-07-23T00:00:00
3,13,5,2023-04-13T00:00:00
3,122,5,2023-04-29T00:00:00
3,429,2,2023-07-19T00:00:00
3,769,5,2023-01-14T00:00:00
3,11216,1,2023-07-18T00:00:00
3,637,4,2023-01-16T00:00:00
3,346,5,2023-04-04T00:00:00
3,696374,5,2023-03-03T00:00:00
4,238,3,2023-07-27T00:00:00
4,278,1,2023-07-10T00:00:00
4,240,2,2023-05-03T00:00:00
4,424,3,2023-05-15T00:00:00
4,19404,2,2023-06-04T00:00:00
4,129,4,2023-04-17T00:00:00
4,389,5,2023-08-22T00:00:00
4,372058,3,2023-02-28T00:00:00
4,496243,5,2023-02-22T00:00:00
4,155,2,2023-05-22T00:00:00
4,497,5,2023-01-04T00:00:00
4,680,2,2023-04-28T00:00:00
4,13,4,2023-02-22T00:00:00
4,122,5,2023-03-15T00:00:00
4,429,3,2023-06-03T00:00:00
4,769,4,2023-04-30T00:00:00
4,11216,3,2023-05-30T00:00:00
4,637,2,2023-02-21T00:00:00
4,346,1,2023-06-16T00:00:00
4,696374,5,2023-06-02T00:00:00
5,238,4,2023-01-13T00:00:00
5,278,1,2023-03-28T00:00:00
5,240,3,2023-06-27T00:00:00
5,424,4,2023-05-26T00:00:00
5,19404,3,2023-04-12T00:00:00
5,129,5,2023-01-10T00:00:00
5,389,4,2023-01-21T00:00:00
5,372058,4,2023-06-10T00:00:00
5,496243,1,2023-04-16T00:00:00
5,155,5,2023-02-03T00:00:00
5,497,4,2023-02-19T00:00:00
5,680,3,2023-04-11T00:00:00
5,13,4,2023-03-13T00:00:00
5,122,3,2023-01-03T00:00:00
5,429,1,2023-04-27T00:00:00
5,769,1,2023-05-26T00:00:00
5,11216,1,2023-08-06T00:00:00
5,637,2,2023-05-24T00:00:00
5,346,1,2023-02-19T00:00:00
5,696374,1,2023-03-05T00:00:00
6,238,3,2023-04-01T00:00:00
6,278,1,2023-07-17T00:00:00
6,240,5,2023-03-18T00:00:00
6,424,2,2023-06-05T00:00:00
6,19404,3,2023-07-15T00:00:00
6,129,2,2023-01-31T00:00:00
6,389,5,2023-03-31T00:00:00
6,372058,5,2023-03-16T00:00:00
6,496243,5,2023-04-13T00:00:00
6,155,4,2023-08-09T00:00:00
6,497,1,2023-03-31T00:00:00
6,680,2,2023-05-26T00:00:00
6,13,5,2023-08-12T00:00:00
6,122,2,2023-05-10T00:00:00
6,429,4,2023-01-29T00:00:00
6,769,2,2023-01-23T00:00:00
6,11216,3,2023-02-03T00:00:00
6,637,1,2023-01-26T00:00:00
6,346,5,2023-08-05T00:00:00
6,696374,1,2023-07-25T00:00:00
7,238,1,2023-01-16T00:00:00
7,278,5,2023-05-24T00:00:00
7,240,5,2023-07-19T00:00:00
7,424,2,2023-08-08T00:00:00
7,19404,2,2023-05-27T00:00:00
7,129,3,2023-04-04T00:00:00
7,389,4,2023-08-16T00:00:00
7,372058,5,2023-06-12T00:00:00
7,496243,3,2023-05-09T00:00:00
7,155,2,2023-08-04T00:00:00
7,497,5,2023-05-28T00:00:00
7,680,5,2023-06-19T00:00:00
7,13,2,2023-06-11T00:00:00
7,122,3,2023-03-01T00:00:00
7,429,3,2023-01-31T00:00:00
7,769,1,2023-06-29T00:00:00
7,11216,1,2023-05-29T00:00:00
7,637,1,2023-08-11T00:00:00
7,346,4,2023-02-05T00:00:00
7,696374,2,2023-04-07T00:00:00
8,238,3,2023-02-28T00:00:00
8,278,1,2023-02-27T00:00:00
8,240,1,2023-08-08T00:00:00
8,424,4,2023-01-31T00:00:00
8,19404,4,2023-01-22T00:00:00
8,129,3,2023-08-12T00:00:00
8,389,1,2023-07-18T00:00:00
8,372058,2,2023-07-31T00:00:00
8,496243,5,2023-04-03T00:00:00
8,155,3,2023-01-22T00:00:00
8,497,5,2023-01-12T00:00:00
8,680,1,2023-05-24T00:00:00
8,13,2,2023-04-23T00:00:00
8,122,1,2023-01-19T00:00:00
8,429,5,2023-01-27T00:00:00
8,769,2,2023-05-06T00:00:00
8,11216,1,2023-06-27T00:00:00
8,637,2,2023-06-22T00:00:00
8,346,5,2023-03-28T00:00:00
8,696374,3,2023-06-14T00:00:00
9,238,2,2023-04-02T00:00:00
9,278,1,2023-05-03T00:00:00
9,240,5,2023-01-20T00:00:00
9,424,1,2023-07-24T00:00:00
9,19404,3,2023-04-01T00:00:00
9,129,3,2023-05-10T00:00:00
9,389,2,2023-05-15T00:00:00
9,372058,5,2023-04-14T00:00:00
9,496243,2,2023-01-11T00:00:00
9,155,4,2023-04-15T00:00:00
9,497,3,2023-01-26T00:00:00
9,680,4,2023-02-27T00:00:00
9,13,1,2023-06-22T00:00:00
9,122,4,2023-03-09T00:00:00
9,429,1,2023-04-09T00:00:00
9,769,3,2023-03-18T00:00:00
9,11216,4,2023-01-19T00:00:00
9,637,2,2023-06-13T00:00:00
9,346,3,2023-02-28T00:00:00
9,696374,3,2023-02-18T00:00:00
10,238,1,2023-07-05T00:00:00
10,278,1,2023-06-26T00:00:00
10,240,5,2023-03-07T00:00:00
10,424,4,2023-01-09T00:00:00
10,19404,2,2023-05-21T00:00:00
10,129,1,2023-04-15T00:00:00
10,389,1,2023-02-16T00:00:00
10,372058,2,2023-04-13T00:00:00
10,496243,1,2023-07-31T00:00:00
10,155,5,2023-06-20T00:00:00
10,497,3,2023-07-25T00:00:00
10,680,5,2023-04-26T00:00:00
10,13,5,2023-08-09T00:00:00
10,122,1,2023-02-18T00:00:00
10,429,2,2023-02-04T00:00:00
10,769,2,2023-07-10T00:00:00
10,11216,5,2023-02-03T00:00:00
10,637,5,2023-04-14T00:00:00
10,346,4,2023-02-19T00:00:00
10,696374,3,2023-06-12T00:00:00
11,238,2,2023-05-21T00:00:00
11,278,4,2023-05-01T00:00:00
11,240,1,2023-01-11T00:00:00
11,424,1,2023-01-31T00:00:00
11,19404,2,2023-08-05T00:00:00
11,129,3,2023-03-01T00:00:00
11,389,2,2023-05-26T00:00:00
11,372058,4,2023-05-23T00:00:00
11,496243,5,2023-07-03T00:00:00
11,155,5,2023-04-02T00:00:00
11,497,3,2023-01-27T00:00:00
11,680,4,2023-08-05T00:00:00
11,13,1,2023-05-07T00:00:00
11,122,3,2023-08-25T00:00:00
11,429,2,2023-03-11T00:00:00
11,769,4,2023-08-03T00:00:00
11,11216,5,2023-04-15T00:00:00
11,637,5,2023-02-11T00:00:00
11,346,1,2023-04-01T00:00:00
11,696374,1,2023-07-17T00:00:00
12,238,5,2023-07-06T00:00:00
12,278,3,2023-02-13T00:00:00
12,240,3,2023-02-24T00:00:00
12,424,1,2023-01-20T00:00:00
12,19404,3,2023-02-20T00:00:00
12,129,4,2023-01-05T00:00:00
12,389,1,2023-02-16T00:00:00
12,372058,2,2023-05-31T00:00:00
12,496243,4,2023-07-05T00:00:00
12,155,2,2023-01-15T00:00:00
12,497,4,2023-02-14T00:00:00
12,680,4,2023-02-13T00:00:00
12,13,1,2023-06-25T00:00:00
12,122,1,2023-01-21T00:00:00
12,429,5,2023-06-12T00:00:00
12,769,3,2023-04-21T00:00:00
12,11216,5,2023-07-19T00:00:00
12,637,5,2023-01-15T00:00:00
12,346,3,2023-08-26T00:00:00
12,696374,2,2023-07-13T00:00:00
13,238,4,2023-04-01T00:00:00
13,278,3,2023-05-16T00:00:00
13,240,5,2023-05-19T00:00:00
13,424,3,2023-08-11T00:00:00
13,19404,2,2023-01-08T00:00:00
13,129,4,2023-01-13T00:00:00
13,389,3,2023-02-05T00:00:00
13,372058,2,2023-02-19T00:00:00
13,496243,2,2023-05-11T00:00:00
13,155,4,2023-08-26T00:00:00
13,497,3,2023-07-29T00:00:00
13,680,4,2023-02-26T00:00:00
13,13,3,2023-01-16T00:00:00
13,122,3,2023-03-12T00:00:00
13,429,5,2023-07-18T00:00:00
13,769,4,2023-01-17T00:00:00
13,11216,1,2023-07-11T00:00:00
13,637,3,2023-02-19T00:00:00
13,346,3,2023-08-13T00:00:00
13,696374,2,2023-04-19T00:00:00
14,238,5,2023-04-13T00:00:00
14,278,1,2023-05-11T00:00:00
14,240,4,2023-02-19T00:00:00
14,424,1,2023-01-31T00:00:00
14,19404,5,2023-06-06T00:00:00
14,129,3,2023-02-15T00:00:00
14,389,5,2023-03-01T00:00:00
14,372058,3,2023-06-21T00:00:00
14,496243,2,2023-04-30T00:00:00
14,155,3,2023-03-10T00:00:00
14,497,2,2023-03-01T00:00:00
14,680,3,2023-05-12T00:00:00
14,13,1,2023-03-30T00:00:00
14,122,3,2023-07-05T00:00:00
14,429,1,2023-04-10T00:00:00
14,769,2,2023-03-09T00:00:00
14,11216,3,2023-02-11T00:00:00
14,637,5,2023-06-20T00:00:00
14,346,1,2023-06-25T00:00:00
14,696374,3,2023-08-22T00:00:00
15,238,3,2023-04-23T00:00:00
15,278,3,2023-08-25T00:00:00
15,240,4,2023-01-17T00:00:00
15,424,5,2023-01-09T00:00:00
15,19404,1,2023-04-15T00:00:00
15,129,5,2023-04-28T00:00:00
15,389,3,2023-08-18T00:00:00
15,372058,5,2023-01-02T00:00:00
15,496243,1,2023-05-24T00:00:00
15,155,4,2023-03-11T00:00:00
15,497,1,2023-07-11T00:00:00
15,680,1,2023-01-06T00:00:00
15,13,2,2023-08-10T00:00:00
15,122,3,2023-06-05T00:00:00
15,429,4,2023-04-27T00:00:00
15,769,5,2023-03-27T00:00:00
15,11216,3,2023-02-28T00:00:00
15,637,4,2023-03-06T00:00:00
15,346,4,2023-06-19T00:00:00
15,696374,1,2023-05-31T00:00:00
16,238,3,2023-04-16T00:00:00
16,278,1,2023-02-03T00:00:00
16,240,1,2023-03-20T00:00:00
16,424,3,2023-04-04T00:00:00
16,19404,3,2023-02-01T00:00:00
16,129,5,2023-05-02T00:00:00
16,389,4,2023-06-15T00:00:00
16,372058,4,2023-06-17T00:00:00
16,496243,4,2023-05-31T00:00:00
16,155,5,2023-08-01T00:00:00
16,497,4,2023-08-06T00:00:00
16,680,3,2023-06-10T00:00:00
16,13,3,2023-05-22T00:00:00
16,122,2,2023-06-03T00:00:00
16,429,3,2023-08-23T00:00:00
16,769,4,2023-04-06T00:00:00
16,11216,5,2023-06-05T00:00:00
16,637,3,2023-02-05T00:00:00
16,346,4,2023-03-20T00:00:00
16,696374,5,2023-04-13T00:00:00
17,238,3,2023-08-25T00:00:00
17,278,4,2023-05-18T00:00:00
17,240,2,2023-07-09T00:00:00
17,424,2,2023-05-07T00:00:00
17,19404,3,2023-06-26T00:00:00
17,129,5,2023-06-22T00:00:00
17,389,5,2023-07-09T00:00:00
17,372058,4,2023-01-23T00:00:00
17,496243,1,2023-05-13T00:00:00
17,155,1,2023-08-23T00:00:00
17,497,5,2023-05-19T00:00:00
17,680,3,2023-02-15T00:00:00
17,13,4,2023-06-02T00:00:00
17,122,4,2023-07-23T00:00:00
17,429,5,2023-05-03T00:00:00
17,769,1,2023-07-25T00:00:00
17,11216,5,2023-02-27T00:00:00
17,637,4,2023-07-14T00:00:00
17,346,5,2023-01-25T00:00:00
17,696374,2,2023-07-27T00:00:00
